"item_id","rating","evidence_mean","intuition_mean","EMI_score","decade_group","n","text","party","bin","starting_year","class"
83,1,3,2,-0.96832246,4,6,"Did he give it to you? Mr. BLANTON. You had three boys in the war?","Democrat","(-5.43, -3.095]",1927,1
84,-3.4,1,4.4,-0.4457168,4,5,"And It is without regard to the insurability or the noninsurability of the soldier?","Democrat","(-5.43, -3.095]",1921,0
85,-1.9,1.8,3.7,-2.2452755,4,10,"Drunkenness is far more due to the weakness of the drinker than to the strength of the drink. A man who is weak enough to become a miserable toper or drunkard would probably be weak enough to fall into some other form of sensual indulgence that is equally as injurious. or even more so.","Democrat","(-5.43, -3.095]",1925,0
86,-1.1428571428571428,1.5714285714285714,2.7142857142857144,-0.5128964,4,7,"opinion that the insinuations against Mr. Ryan made -by !the majority of the committee are entirely based upon and niade from political prejudice and animosity and for political purposesunworthy -motives. - I find nothing in the report upon which to condenn Mr. Ryan. no proof or substantiation of any insinuation of wrongdoing. TheSecretary ofWar. Mr. Baker. .has announced publicly on.a nulmber of occasions that le.is thoroughly familiar with all the actionsof Mr. tyan while he was Assistant Secretary of War.and also while he was chief of aircraft production for the Armyduring the late Great War. .and has said :that there is no blame or censure to .be cast upon Mr. Ry a . that he was actuated onlyby thebest of motives .and renderedsplendid service to :hiscountry. Ibelieve the peoile who know !the Secretary of Warowill. credit him with sincerity .and knowledge whereof he speaks .and .N.ill be loath to doubt","Democrat","(-3.095, -0.769]",1919,0
87,-2.142857142857143,1.1428571428571428,3.2857142857142856,-1.0474849,4,7,"But that is not the question I wanted to ask the gentleman. I do not see where the joke is myself. but I was trying to differentiate-","Democrat","(-3.095, -0.769]",1927,0
88,-1.4285714285714286,2.4285714285714284,3.857142857142857,-0.8204667,4,7,"Yes. and I do not think the Senator himself would object to a provision of that kind. I","Democrat","(-3.095, -0.769]",1925,0
89,-1.6,2,3.6,-0.86075664,4,5,"If any gentleman is i favor of that proposition. surely lie has no objection to having it stated.","Democrat","(-3.095, -0.769]",1919,0
90,-1.5714285714285714,2,3.5714285714285716,-0.9287796,4,7,"I agree with the last statement that the gentleman made. I agree that these laws ought to be repealed. Why do not you repeal them? You are in power here. Your side is in the majority and in control of the House. Why not repeal them?","Democrat","(-3.095, -0.769]",1919,0
91,-1.1666666666666667,1.8333333333333333,3,0.61165273,4,6,"Mr. President. I offer. the. resolution which I sendto tile desk and ask that it be read and referred to the Committee. on Foreign Relations.","Democrat","(-0.769, 1.557]",1919,0
92,1.4545454545454546,3.4545454545454546,2,0.30352226,4,11,"I agree entirely with that. Mr. President. aid I tiik organizations engaged along the lines indicated by the rules and regulations ought to be exempt. and if the department construes tile words ""agricultural or lorticultural organizatiolis ""found on page 79 as being tied to the provisions found in subdivision 10 and construes tie provisions of subdivision 10 as a limitation upon those words I have no objection.","Democrat","(-0.769, 1.557]",1921,1
93,-2.625,1.5,4.125,-0.9407276,4,8,"I do not care anything about the list of stockholders. There are so many weekkneed. miserable Protestants who are afraid to lift their voices against this Roman Catholic hierarchy in the United Sates that I do not care what names the list shows. I am talking about what that paper is doing. and the Bible says. ""By their fruits ye shall know them.""","Democrat","(-0.769, 1.557]",1927,0
94,0.4,3.1,2.7,-1.3795981000000002,4,10,"I have got bonds of every issue except one. and. while I am not rich. I am going to hold them until they pay their value. But part of those bonds bear only 31 per cent. and from that up to 41. In any event. you have got different sorts of securities bidding against each other.","Democrat","(-0.769, 1.557]",1919,1
95,1,3.6666666666666665,2.6666666666666665,-0.5802609999999999,4,9,"The House bill permitted the wives of these persons to come In. and the Senate put a limitation upon it of","Democrat","(-0.769, 1.557]",1925,1
96,0.625,2.75,2.125,1.515323,4,8,"to carriers in order to facilitate transportation. or to loan to carriers upon reasonable security In order to purchase equipment or other facilities. in the event that such carriers are unable to secure elsewhere the funds with which to provide themselves with adequate transportation facilities. Now. that part of tie bill was altered.","Democrat","(1.557, 3.882]",1919,1
97,-1.3333333333333333,2,3.3333333333333335,0.80052185,4,6,"That is. of the present assessed valuation. Of course. the Senator !knows that the assessed valuation is very low.","Democrat","(1.557, 3.882]",1923,0
98,1.6666666666666667,3.4444444444444446,1.7777777777777777,1.5128715,4,9,"This morning I inquired with reference to the report on the immigration bill. I understood the Speaker to rule that a conferee would have no right to file his views when a conference report is presented. Was that correct?","Democrat","(1.557, 3.882]",1923,1
99,-0.5,3,3.5,1.9863665,4,6,"A project Is not a law. a project Is something concrete.","Democrat","(1.557, 3.882]",1925,0
100,-0.5,2.625,3.125,1.4138596,4,8,"It was not intended to apply that phase of the bill extensively at all. but only to apply it in exceptional cases. in remote districts.","Democrat","(1.557, 3.882]",1919,0
101,-0.2,2.4,2.6,-1.7022370999999998,5,5,"I would not hang the Senator. I am too fond of him.","Democrat","(-5.486, -3.162]",1929,0
102,-3,1.25,4.25,-2.1045365,5,8,"I am very much in sympathy with the proponents of this bill","Democrat","(-5.486, -3.162]",1937,0
103,-1.2857142857142858,2,3.2857142857142856,-1.7469343999999998,5,7,"The gentleman has no fear of any vote he might cast here?","Democrat","(-5.486, -3.162]",1933,0
104,-1.5714285714285714,1.8571428571428572,3.4285714285714284,-1.2164699,5,7,"That may be true. But as to the others we are indeed "" hornswoggled"" and deprived of our rights.","Democrat","(-5.486, -3.162]",1929,0
105,0,2.7777777777777777,2.7777777777777777,-0.31541336,5,9,"Sometimes it is made from aniseed and sometimes it is made from everything.","Democrat","(-5.486, -3.162]",1935,0
106,0.6,2.8,2.2,-0.47658366,5,5,"The gentleman said at the outset of his remarks that the judge had offended on divers times and occasions. The gentleman has only cited one occasion and one case. Has the gentleman in mind any other matters aside from this particular proposition?","Democrat","(-3.162, -0.847]",1933,1
107,-1,2.375,3.375,-1.9401503,5,8,"Does not the gentleman think our exchange system has again failed. and that this is a panic? Our private monetary system has again collapsed. Why try to deceive the people by calling it a recession when it is nothing but an oldfashioned monetary and exchange panic?","Democrat","(-3.162, -0.847]",1937,0
